21 Air,107,HRL,CVG,1736230680,1736244900,14220
21 Air,2026,CVG,EWR,1736359200,1736366160,6960
21 Air,405,SFO,CVG,1736220840,1736248200,27360
21 Air,405,SFO,CVG,1736307240,1736334600,27360
21 Air,507,CVG,HRL,1736260440,1736267100,6660
21 Air,507,CVG,HRL,1736346840,1736353500,6660
21 Air,529,CVG,ELP,1736260200,1736264640,4440
21 Air,529,CVG,ELP,1736347200,1736351640,4440
21 Air,529,ELP,SAN,1736356500,1736359560,3060
